Ukazatel;2026-06-30;2026-05-31;2026-04-30;2026-03-31;2026-02-28;2026-01-31;2025-12-31;2025-11-30;2025-10-31;2025-09-30;2025-08-31;2025-07-31;2025-06-30;2025-05-31;2025-04-30;2025-03-31;2025-02-28;2025-01-31;2024-12-31;2024-11-30;2024-10-31;2024-09-30;2024-08-31;2024-07-31;2024-06-30;2024-05-31;2024-04-30;2024-03-31;2024-02-29;2024-01-31;2023-12-31;2023-11-30;2023-10-31;2023-09-30;2023-08-31;2023-07-31;2023-06-30;2023-05-31;2023-04-30;2023-03-31;2023-02-28;2023-01-31;2022-12-31;2022-11-30;2022-10-31;2022-09-30;2022-08-31;2022-07-31;2022-06-30;2022-05-31;2022-04-30;2022-03-31;2022-02-28;2022-01-31;2021-12-31;2021-11-30;2021-10-31;2021-09-30;2021-08-31;2021-07-31;2021-06-30;2021-05-31;2021-04-30;2021-03-31;2021-02-28;2021-01-31;2020-12-31;2020-11-30;2020-10-31;2020-09-30;2020-08-31;2020-07-31;2020-06-30;2020-05-31;2020-04-30;2020-03-31;2020-02-29;2020-01-31;2019-12-31;2019-11-30;2019-10-31;2019-09-30;2019-08-31;2019-07-31;2019-06-30;2019-05-31;2019-04-30;2019-03-31;2019-02-28;2019-01-31;2018-12-31;2018-11-30;2018-10-31;2018-09-30;2018-08-31;2018-07-31;2018-06-30;2018-05-31;2018-04-30;2018-03-31;2018-02-28;2018-01-31;2017-12-31;2017-11-30;2017-10-31;2017-09-30;2017-08-31;2017-07-31;2017-06-30;2017-05-31;2017-04-30;2017-03-31;2017-02-28;2017-01-31;2016-12-31;2016-11-30;2016-10-31;2016-09-30;2016-08-31;2016-07-31;2016-06-30;2016-05-31;2016-04-30;2016-03-31;2016-02-29;2016-01-31;2015-12-31;2015-11-30;2015-10-31;2015-09-30;2015-08-31;2015-07-31;2015-06-30;2015-05-31;2015-04-30;2015-03-31;2015-02-28;2015-01-31;2014-12-31;2014-11-30;2014-10-31;2014-09-30;2014-08-31;2014-07-31;2014-06-30;2014-05-31;2014-04-30;2014-03-31;2014-02-28;2014-01-31;2013-12-31;2013-11-30;2013-10-31;2013-09-30;2013-08-31;2013-07-31;2013-06-30;2013-05-31;2013-04-30;2013-03-31;2013-02-28;2013-01-31;2012-12-31;2012-11-30;2012-10-31;2012-09-30;2012-08-31;2012-07-31;2012-06-30;2012-05-31;2012-04-30;2012-03-31;2012-02-29;2012-01-31;2011-12-31;2011-11-30;2011-10-31;2011-09-30;2011-08-31;2011-07-31;2011-06-30;2011-05-31;2011-04-30;2011-03-31;2011-02-28;2011-01-31;2010-12-31;2010-11-30;2010-10-31;2010-09-30;2010-08-31;2010-07-31;2010-06-30;2010-05-31;2010-04-30;2010-03-31;2010-02-28;2010-01-31;2009-12-31;2009-11-30;2009-10-31;2009-09-30;2009-08-31;2009-07-31;2009-06-30;2009-05-31;2009-04-30;2009-03-31;2009-02-28;2009-01-31;2008-12-31;2008-11-30;2008-10-31;2008-09-30;2008-08-31;2008-07-31;2008-06-30;2008-05-31;2008-04-30;2008-03-31;2008-02-29;2008-01-31;2007-12-31;2007-11-30;2007-10-31;2007-09-30;2007-08-31;2007-07-31;2007-06-30;2007-05-31;2007-04-30;2007-03-31;2007-02-28;2007-01-31;2006-12-31;2006-11-30;2006-10-31;2006-09-30;2006-08-31;2006-07-31;2006-06-30;2006-05-31;2006-04-30;2006-03-31;2006-02-28;2006-01-31;2005-12-31;2005-11-30;2005-10-31;2005-09-30;2005-08-31;2005-07-31;2005-06-30;2005-05-31;2005-04-30;2005-03-31;2005-02-28;2005-01-31;2004-12-31;2004-11-30;2004-10-31;2004-09-30;2004-08-31;2004-07-31;2004-06-30;2004-05-31;2004-04-30;2004-03-31;2004-02-29;2004-01-31;2003-12-31;2003-11-30;2003-10-31;2003-09-30;2003-08-31;2003-07-31;2003-06-30;2003-05-31;2003-04-30;2003-03-31;2003-02-28;2003-01-31;2002-12-31;2002-11-30;2002-10-31;2002-09-30;2002-08-31;2002-07-31;2002-06-30;2002-05-31;2002-04-30;2002-03-31;2002-02-28;2002-01-31;
1. Nefinanční podniky - vklady celkem;1714211,5;1673563,3;1655727,4;1656358,9;1649973,3;1620579,9;1631089,3;1604839;1572107,7;1565103,7;1570427,7;1578409,5;1598798,1;1623188,6;1565495,1;1580857,4;1577604,3;1574925,5;1603993,4;1617097,8;1583253,4;1520475,2;1548822;1583029,9;1528848,2;1567510,1;1564449,2;1552450,2;1545578,3;1515986,5;1474679,4;1506404,4;1477668,4;1434630,6;1475107,2;1492318,3;1513542,5;1528621,6;1485603,4;1476734,2;1460580,8;1423531,2;1371667,8;1460621,9;1451005,8;1420410,2;1395617,3;1367173,6;1330839,2;1366767,3;1345715,5;1341573,3;1331283,4;1303839,8;1313094,5;1329560;1294416,9;1269078,6;1282168,1;1264267,1;1256653,6;1258967,7;1237236,2;1238682,1;1245983,9;1219104,9;1220942,3;1231366,6;1221911,2;1193213,2;1174692,5;1155995,3;1138338,5;1154022,8;1137822,2;1144979,1;1107615,1;1093621,2;1103744,2;1096468,2;1070909,6;1048377,1;1072757,1;1056555,6;1047507,2;1089983,2;1047930,2;1025779,1;1040241;1030623;1051508,8;1053603,1;1030200,7;986270,6;1015298,7;1006775,7;997687,3;1041333,2;1016756,3;994919,8;1016971,6;1002337,1;1010917,9;1014539;996656,3;983437,3;1005852,7;991665,4;973068,1;1017823,3;993915,8;983522,7;957695,2;946846,3;933331,7;955642,9;923985,8;909970,8;918028,4;899925,6;890058;927637,8;893959;891815,3;908825;914043,3;953946,8;942418,5;906140,8;879677,5;881365,6;887199,1;852668,6;864285,3;853975,3;850149,4;850322,8;819721,1;867236,6;816280,7;807151,5;772880;782099,9;788522,6;776495,7;799719,7;786928,6;784891;781592,6;777411;820706,5;781892,7;748340,8;733944,2;744800;761055,2;721145,7;729988,2;714218,1;702548;708676,5;713137,7;754493,3;725552,8;708938,6;680843,4;707452,4;716396,5;699703,6;715712;695290,4;678042,5;684480;681439,5;721569,7;675716,3;659843,4;642641,3;635359,6;635376,9;624600,5;648227,9;625111,5;626901,5;627193,3;637580,5;687406,4;644017,7;630472,3;627099,4;642662,7;651403,7;647545,5;664348,3;666637,7;624839,3;618869,6;613714,2;676271,3;615051,3;599065,9;577084,1;589965,2;595368,7;592778,2;624004,8;604801,2;601472,2;616638,8;627443,4;664366,9;625889;615680,3;604218,6;631209,4;620519,3;597261,9;627079,4;612168,8;603336;625839,6;641584,9;686421,7;623411,5;602090;572337;592436,1;576040,2;586341,3;605987;595837,7;577266,8;574094,7;571592,2;592187,8;561207,6;550966;538208;553802,7;537985,2;539496,7;542202,2;533119,4;517278,2;512963,6;505163,7;527225,4;515162,5;491175,7;481368,7;483461;475220,9;486560,3;487355;466531,7;447288,1;448791,2;443958,6;473406,7;469932,9;473722,6;467394,6;471143,3;464442,4;462380,2;465945,7;453163,3;427508,6;422829;425274,5;453646,2;422784,3;414911,7;410387,8;405442,4;393824;367723,1;383495,8;382304,9;367564,1;380234,1;382850,1;409386,7;382503,6;373604,8;348989,6;365439,9;355787,3;345057,1;375183,4;355947,2;348658,9;352191,6;359328,8;
2. Nefinanční podniky - jednodenní vklady;1280068,3;1209452,3;1202101,4;1258762,2;1202082;1200085,1;1248502,2;1193724,7;1185951;1196136,5;1164750,3;1182824,6;1188666,2;1200638,1;1145415,6;1171045,4;1149781,3;1162454,3;1220174,1;1172288,3;1176072;1132306,4;1138593,9;1145283,4;1111932;1141230;1120949;1093846,8;1126069,7;1121157,5;1115965,8;1099974,7;1089027,9;1057055;1081283;1064802,6;1048014,4;1074657,1;1025671,9;1037504,1;1053296,5;1061235,8;1081873;1093176,2;1087303,3;1087381,8;1113904,1;1067322,5;1071667,2;1103480;1094364,5;1130205,9;1135236,3;1134148,6;1196552,1;1197185,2;1188259,7;1189883,8;1209451,5;1193412,8;1188430,4;1190857,7;1169839,1;1168974,8;1175432,5;1156052,9;1163110,9;1161185,2;1150675,8;1124790,7;1107007,9;1081351,6;1060887,8;1055643,2;1009415;1007730,5;967531,1;949293,4;985462,5;953506,7;928592,4;909410,8;929534,3;915435,8;917094,1;957213,8;931036,9;912850,2;929911;918845,3;969507,2;951144,3;934943,5;902297,1;930977;916004,5;914707,3;943370,9;920730,5;912257,5;931359,3;935743,3;951043,6;945275,5;921137,7;919421,7;931868,5;909113,3;906547;950418,9;926661,2;923597,8;898132;883542,3;876078,2;892443,5;859880,3;847635,4;851136,8;823504,8;826669,3;846136,9;821229,6;818136,7;831631,3;830215,1;869409,7;850025,3;811321,7;785787,7;786427,1;774416,7;754110,5;770903,9;747743,9;750983;753415,4;727111,2;775181;720753,1;713044,3;683772,2;685480,6;673368,6;660205,6;674342,4;658162,3;657648,2;654363,4;658859,9;694184,3;661326,5;626372,6;609203,3;618848,2;630865,1;599548;609904;597854,7;578151,8;584735,2;589240;625545;590992,6;575704,8;537058;562881,8;577026,7;544133,7;555339,8;533998;524419,3;540962,5;540526,6;567004,9;527698,5;514476,6;492743,3;495800,5;481401,8;475000,2;499647,2;480887,4;492091,1;490290,4;493933,5;535466,7;501850,3;478912,3;475055,9;484975,4;458821,5;447107,1;458726,8;432950,7;436907,2;425311,7;419321,8;470709,6;443321,8;404566,5;403289,9;410842,9;388732,6;393486,6;373016,6;373178;394029,6;387941,7;386880;433036,5;383399,4;372632;389391,9;387241,5;403432,5;396064;385819,4;375716,6;401902;395325,4;440718,2;473868,5;407214,3;407635;370843,6;389499,9;397859,8;375323,2;397185;367302,9;354875,2;378529,8;379596;388507,7;379226,5;367884,6;344897,2;359837,7;352723;328074,3;355543,6;319306,8;311716,4;327973,8;332882,5;342966,3;320230,7;300993,8;282684;292226,1;280186,6;282245,4;285104,1;263122,2;264678,6;267033,3;273206,6;295387,7;286174,2;277859,4;276862,3;281313,6;263377,1;267892,9;271967,1;247272,1;242684,1;236016,3;243353,1;276848,2;247828,3;239030,8;237262,9;223770,4;227310,3;216581,3;208911,8;208451,3;211595,4;211573,3;208844,6;250922,9;207416,2;216860;200090,3;195766,6;195736;184404,2;188839,5;176107;168027,8;178157,1;183828,6;
3. Nefinanční podniky - vklady se stanovenou splatností;344191,2;381263,4;390865,1;340472,7;398969,6;388475,9;356961,4;353566,8;339134,7;311196,7;348096,9;333713,4;332835,3;357545,4;365068,6;357323,3;369652,6;372966,1;361505,7;390614,5;373017;356517,3;374400,3;366170,1;376077,4;373608,4;391727,4;402859,5;369863,3;357867,2;335276,2;353984;352938,9;353352,1;352141,8;403364,1;359682;340356,4;357277,3;349129,2;325247,5;298956,9;275263,7;287280;277380,9;258762;242910,4;236344,3;215384,1;217999,3;204431;178451,6;174503;148278,2;106774;120770,2;95666,1;68685,4;62165,1;59101,6;58260,2;57116,2;54570,3;57537,4;59186,8;51161,4;46385,6;56218,7;58868,8;56435,1;57167,9;63418,7;65354,7;86067,8;112938,3;126322,7;127887,6;132718,4;107906,9;132265,7;131696,2;128842,8;131243,9;120511,4;115230;116979,8;106004,9;101068,9;100138,2;98207,4;68176,1;89298,6;77930,9;66379,4;66530,5;70205,1;65785,9;80317,3;73115;65359;68915,6;54841;47765,3;57458,9;61122,3;51676;54783,7;63487,9;52941,7;54234,1;55433,7;47825,9;47629,9;51099,2;47641,7;52138;51675;50177,7;53549,3;62535,5;50869,2;68650,2;59515,3;60597,1;63715,6;70434,7;70818,5;75948,6;77346,9;77658,1;77688,6;95721,8;83198,2;78056,9;91007,2;83150,6;81099,4;77720,2;77534,3;77596;76839,8;72149,7;77825,1;96398,7;98381,1;108871,9;111034,5;109898,2;109412,2;98967,6;109754,1;106472,1;105841,7;110613,6;112334,9;117952,7;106632,8;105528,7;103566,1;112393,9;113282,9;113919,4;117941,3;125362,6;124520,5;137855,1;139556,1;135668;151913,1;156305,8;158237,4;150829,8;140629,5;138294,5;151858,7;145957,3;143574,1;148157,1;137835,8;152432,7;147985,6;146797,6;142772,9;133318,4;135376,8;141975,1;150167,2;140418,7;149907,4;150358,5;155905,3;191143,3;172872,7;176453,1;205120,1;160081,3;166132,1;168559;181990,1;148800,3;171614,1;152589,4;159081,6;187882,6;181600,9;233278,8;214981,9;192453,8;215529,4;230572,2;224489,9;236687,3;237733,4;209039,1;238608,6;211903,8;196216;236259,8;231867,7;197138,8;226061,8;196709,1;208684,6;212722,3;190956,6;198326,8;199901,3;175200,4;208043,9;205537,5;225283,6;219120,7;192431,8;188834,1;197934,5;176071,4;177382,6;187922;188344,4;180709,3;206983,1;182840,7;210319,9;201959,2;181390,8;168761,7;181069,1;191916,3;186906,7;195317,8;187872,3;191650;200790,9;198753,6;200082,8;179161,1;178427,9;167488,2;174874,8;180309,1;192849,9;187467,8;186615,5;197906,6;191504,1;191042,4;202357,5;181583,6;182910;178804,4;173779,1;171866,6;172673,5;169896,5;178406,3;163096,2;147978,1;171195,3;170658,6;152885,9;164227;170140,6;154512,9;171510,3;152787,3;145229,2;165989,4;154462,8;155755,3;180545,3;173578,6;174154,4;170316,8;170161,4;
4. Nefinanční podniky - s výpovědní lhůtou;21304,4;22968,1;22559,3;21698,4;22387,7;20296,3;19696,8;19551,6;19603,9;19512,1;20143,8;19820,2;19733,7;20085,8;19797;20713,3;20764,4;19813;20161,6;20175,9;19682,2;20467,2;21155,3;21062,2;20460,3;20712,2;20474,4;21242,1;20998,3;19965,9;20784,8;19012,6;18262,9;18618,2;17714,3;16724,5;16959,6;16105,3;15415,1;14909,9;14642;13987,7;14205,8;12894,9;11989,5;10513,8;10790,7;11211,3;11382,3;11190,8;10234,5;9693;10193;9251;9546,1;11004;9890,4;9858,8;9900,8;9950,8;9562,6;10543,3;11325,1;11569,3;10864;10639,1;10785;11109,4;10564,5;10035;9115,1;9723,3;10744,3;11911,3;11614,5;10925,9;11095;10708,3;10374,7;9944,8;9389,4;9222,3;11027,7;11295,8;10526,7;10632,4;9736,8;10107,4;10091,7;10666,1;10716,8;10452,9;9505,2;9371,3;9447,9;8711,9;8749,1;8286,6;8437,5;8448,5;7531;7343,9;7960,2;7911,5;8349,4;8376,3;8446,4;8565,7;8763,8;8903,5;9010,8;9339,9;9458;9529,8;9078,7;9936;10178,1;9922,2;11113,7;11461,2;11789,6;12200,1;12608;12478,1;12874,7;12790,2;12611,9;15525;14692,2;14662,6;14574,3;14686,5;15359,9;15324,4;15224,2;16015,8;15807,4;14885,5;12909,9;13349;13040,2;13405,2;15791,8;15952,5;16472,4;15752,9;12978,4;12992,5;13561,9;13582;12317,6;11842,1;12324,5;11473,4;10658,4;10732,6;9913,6;9152;7016,5;6651,4;6153,2;6326,9;6150,5;5790,2;5557,4;5211,2;4991,4;2921;2838,2;2847,6;3032,3;2774,5;2857,8;2611,1;2700,4;2059;1786,3;1709,6;1715,3;1517,4;1534,8;1471,1;1451,2;1477;1491,2;1426,9;1562,6;1548,7;1632,6;1665,1;1709;1388,8;27541,7;29168,4;28566,9;27850,8;27425,8;25467,5;23501,2;22805,6;22395,1;20734,5;19609,7;18370,4;17579,2;17695,1;16627;14974,6;13153,4;9946,9;6747,3;5570,7;5256,8;5782,5;5354,2;5177,8;4976,7;4997,1;4581,5;4167,1;4324,3;3854,4;3565,5;3471,8;3490,3;3158,5;3026,8;2971,9;2966,1;3031,2;2986,4;3016,6;2981,9;3001,1;2915,5;2861,8;2903;2791,2;2989,8;2739,7;2776,8;2817,5;2943,8;2984,3;2991,6;3054,1;2869,3;2820,6;3035,6;3118,7;3067,3;3138,6;3229,2;3273,6;3144,5;3245,5;3097,4;3129,9;3060,8;2996,7;3005,2;3064,5;3202,5;3148,1;2979,5;2932,7;2933,6;3029,4;3095,1;3090,7;3014,2;3089,4;3207,4;3228,5;3265,6;3322,5;3163,7;3388,7;2689,4;2541,9;2892,8;3149,8;3071,9;2844,2;2872,9;2756,1;2782,7;2892,7;2863,7;3202,9;3150,8;3028,4;2979,8;3106,4;
5. Nefinanční podniky - repo operace;68647,6;59879,5;40201,6;35425,6;26534;11722,7;5929;37995,9;27418,1;38258,4;37436,7;42051,2;57562,8;44919,4;35213,8;31775,4;37406;19692,1;2151,9;34019,1;14482,2;11184,2;14672,4;50514,3;20378,5;31959,4;31298,4;34501,8;28647;16995,8;2652,7;33433,1;17438,7;5605,3;23968,1;7427,1;88886,5;97502,7;87239,2;75191,1;67394,8;49350,8;325,4;67270,9;74332,1;63752,7;28012,1;52295,4;32405,6;34097,2;36685,4;23222,8;11351,1;12162;222,2;600,6;600,6;650,7;650,7;1801,9;400,4;450,5;1501,6;600,7;500,6;1251,5;660,8;2853,4;1802,1;1952,3;1401,7;1501,8;1351,6;400,5;3854,5;0;1101,4;901,1;0;751;1231,6;901,2;951,3;9312,6;4656,4;5157,1;1151,6;1752,5;100,1;2904,2;3108,7;2707,3;7821;8222,7;8343,3;11854,2;8445,1;9358,5;14473,3;8854,9;9165,6;4409;4148,8;3893;6046,9;3963,3;10754,1;10498,4;4815,6;4266,8;2810,1;2759,1;2475,3;2675,1;533,1;1125,3;2252,4;2235,6;2228,6;2424,1;729,9;650,6;606,2;603,4;603,3;603,4;1106,6;919,6;2780;1569;2675,6;2374,1;0;0;0;0;0,6;4,2;1611,4;4582,5;4227,2;3552,9;3002,5;2802,7;1436,6;752,5;4753,4;4352,1;4255,1;6001,6;4450,5;2252,1;3802,1;2653,9;2958,4;1504,8;5051,3;5403,4;5780,8;5350,9;4505,2;3651,3;4856,5;3407,4;3155,9;719,1;23,2;780,8;818,7;1218,7;22,8;18,9;30,3;7,2;5,7;1,4;6,4;31,3;8;25;80;312;0;15;35;245;210;200;20;20;73;50;24;0;0;0;0;365,9;70,5;123,5;490,1;470,3;431;383;111,4;14,3;14,3;14,3;14,3;44,2;93,2;231,5;58,2;5,2;5,2;5,2;5,2;3,1;3,1;128,1;128,1;303,1;303,1;3;8,1;8,1;8,1;8,1;8,1;233,2;264,7;254,2;151,1;161,1;2830,2;3047,9;2795,8;2597,6;2630,8;1813,2;1662,4;1000,4;548,8;618,3;607,4;465,3;320,7;194,8;239,7;248,2;295,3;245,6;294,7;223,7;182,2;203;232,5;133,9;83,4;453;8,2;0;11,7;10,5;3,7;3,5;600;211,5;807,7;26,3;4,8;0;0;0;0;95;0;0;505,6;540,9;1541;715,2;879;732,9;1084,6;914;901,1;2695,8;2034;2595,6;3110,9;3448,3;737,8;2232,4;
6. Domácnosti  - vklady celkem;4311232,7;4327773,2;4312223,4;4266682,9;4266179,9;4236467,3;4193689,9;4147521,4;4139536,4;4128518,2;4129674,6;4114249;4087850,4;4087169,8;4073811;4044959,4;4048643,1;4026097,1;3990669,5;3952328,4;3945094;3930487,6;3921402,5;3909730,1;3895617,6;3874045,7;3856616,8;3815937,3;3809420;3777069,5;3726637,4;3681613;3670728,8;3661137,7;3639369,5;3617857,9;3599440,1;3572883,5;3564379,3;3526476,1;3511875,9;3484857,1;3467351;3428527,4;3422841,2;3422226,8;3403099,3;3411793,9;3399266,3;3391491,3;3383225,6;3349646,4;3372401,1;3350318,1;3327623,8;3321652,3;3323594,1;3325358,9;3325134;3314300,4;3296010,9;3288084,8;3279513,2;3231505,8;3198661,9;3156303,3;3113963,4;3065041,1;3044789,4;3022689,4;2999531,6;2985988,8;2963488,5;2940484,3;2916953,6;2857412,1;2823489;2802873,8;2776024;2752994,5;2738728,2;2734429,6;2729223,6;2711410,7;2696972;2686282,9;2675450,4;2652051;2643943,7;2623269,7;2608875,5;2582499;2564274,9;2554105;2548066,8;2531899,6;2522821,4;2506300;2491598,8;2466315,6;2456737,9;2437688,3;2424581,1;2389185;2382912;2383005,3;2373940,9;2362097,1;2359522,4;2351340,9;2348973,2;2321299;2306550,4;2287268;2265314,3;2222756,7;2195270,9;2190915,2;2185191,4;2180025,8;2164591,4;2147057,3;2150585,5;2121695,4;2119061,8;2106991,2;2088286,5;2050375,7;2043222,1;2037803,8;2028980,2;2025319,4;2018383,5;2023893,7;2021507;1997458,3;1998442,6;1993689,7;1976345;1943174,8;1934447,2;1942952,7;1942614,3;1939069,2;1934977;1932902,9;1929993,7;1911145,8;1915101,4;1904088,3;1883046,8;1875785,3;1877560,8;1873117,7;1876738,6;1872884,9;1875519,7;1873572,7;1888875,1;1878972,8;1876069,2;1867719,9;1846816,3;1823959,9;1830995,4;1829668,8;1827028,1;1818819,1;1816526,7;1815433,2;1818142,5;1802234,8;1803254;1793311,7;1777293,9;1754205,3;1743329,2;1762798,3;1752081,2;1749491,1;1746182,8;1744287,1;1738039,1;1718865;1710681,9;1705208,6;1694743,9;1664947,3;1662368,4;1661322,4;1663151,8;1661033,7;1662248,2;1661448,1;1660567,6;1637272;1643137,4;1632250,6;1616026,4;1592651,1;1589388,4;1584915,2;1586048,9;1581969,7;1579941,3;1588367,1;1585578;1561615,3;1557378,1;1537393,1;1504973,4;1476422,3;1456755;1467259,9;1462494,8;1446379,5;1431709,9;1432551,4;1419687,2;1384759,2;1382518,2;1367720,7;1347687,9;1339171;1329853,2;1328210,7;1323879,5;1318859,7;1311195,5;1301328,7;1291669;1260504,4;1258829,6;1243441;1223638,9;1206521,6;1200271,1;1196469,2;1188135;1182178,2;1175031,1;1169678,6;1166087,4;1141676;1139297,1;1134595,1;1122256,6;1105951,3;1102975,6;1100343,6;1101451,1;1099873,5;1097085,7;1099384,2;1096124,3;1078621,3;1080269,8;1076669;1064086,6;1056541,9;1056189,2;1056982,5;1055150,4;1046610,7;1042775,3;1038598,7;1038265;1019815,1;1024338,1;1016723,1;994275,5;991828,6;988837,5;988707,9;993342,3;985873,7;981111,5;978651,6;978599,5;970871,4;978963,4;971061,8;954897,8;975647,4;975566,7;976098,3;979583,9;976090,7;974967;981165,3;978785,5;968780,3;974018;972656,4;
7. Domácnosti - jednodenní vklady;3419195,4;3425143,5;3405343;3364505,4;3360240,3;3330963,1;3300560,2;3262947,8;3250121,3;3244932,2;3237869,2;3222942,6;3200207,2;3188506,4;3168461,1;3130703,1;3122227,4;3092155,7;3069886,6;3026160,6;3006466,5;2982276,6;2960019,4;2937205,2;2919128,3;2883029,6;2858520;2800344,8;2798163,7;2779507,6;2762993,4;2731442,4;2736709,7;2743811,6;2735158;2724513,2;2712980,2;2699297,8;2696007,3;2664918,6;2665631,7;2650649;2653255,2;2632300,3;2651690,3;2662166,7;2672684,1;2707963,8;2720365,4;2729234,8;2747948,9;2740524,8;2774212,7;2779695,2;2797899,8;2816163,7;2844467,8;2861247,3;2860847,5;2848961,8;2827733;2814544,1;2804909,1;2755906,3;2719831,2;2675331,7;2630985;2587651,7;2566026;2541265,4;2515332,7;2495728,1;2464498;2427561,1;2386245,1;2319515,4;2277028;2256747,8;2236305,2;2215192,6;2203236,4;2200526,9;2198457;2186487,3;2174011,4;2163862,7;2153489,5;2134421,9;2129230,7;2107600,6;2111755,2;2083989;2073426,1;2073898,9;2067805,6;2054472,4;2044404,9;2026510,4;2007491,4;1984796,7;1975909,8;1953823,6;1940502,9;1910638,7;1902673,4;1900019,8;1887233,3;1877106,2;1871593;1858565,7;1851947,6;1822444,9;1801898,7;1776426,2;1759267,8;1720457,1;1690839,5;1680664,6;1670024,3;1660174,9;1640596;1614341,3;1603123,1;1573872,7;1565960,2;1552530,3;1532725,9;1500206,7;1490556,5;1482011,4;1469374,3;1459606,4;1447879,8;1442555;1431233,3;1405198,9;1399913,7;1384831,6;1380886,7;1355736;1345229,5;1330143;1325925,4;1314373,8;1299570,4;1285918,5;1276361,6;1254462,3;1254547,5;1240520;1218398,1;1211257,4;1208543,5;1201245,9;1200292,9;1190758,1;1190673,3;1183739,2;1192077,8;1182045,5;1174360,4;1165127,6;1142722,7;1131851,4;1135427,7;1135257,6;1129397,3;1118838,9;1114816,6;1110270,9;1109291,1;1096058,6;1091138,7;1076988,9;1057628,3;1047498,4;1036936,5;1052313,9;1044820,2;1042050,1;1037977,3;1036168,1;1032055,1;1014071,4;1005917,7;999843,2;984760,8;966822,9;960622,8;955882,5;953148,7;942544;921192,2;905700,9;844813;830089,4;833015,2;822852,2;804202,8;800349,6;796292,6;792717;789085,3;781374,7;772812,5;770583,4;766260,9;752300,5;744608,5;728087,3;708886,3;707367,7;697079,4;696619;689608,9;678635,1;670656,5;667620;657066,1;636270;630429,7;617283,5;601235,9;613705,9;607329,7;607060,6;604886,8;600694;592579;586613,5;576323,3;556482,3;555646;542452,2;529276,4;533144,1;528519,6;527156,2;520252,4;515238,7;508595,8;502115;495813,5;484078,1;481510,1;470647,7;456565,6;463489;460901,4;456472,6;454949,2;450923,4;446049,3;443629,3;436550,4;430299,5;430823,9;424220,4;410824;419697,6;420074,3;420875,8;420812,9;415344,6;413291,3;406447,3;401391,4;393972,7;396977;388876,4;372141;381279,8;377277;375484,2;372295,2;365313,6;359572,8;351931,3;346566,6;339645,6;339023,9;327717,4;315567,8;327727,4;323753;321792,1;320559,9;311482,8;306149,2;306566,5;298397,6;290906,3;288426,9;283820;
8. Domácnosti - vklady se stanovenou splatností;777600,8;787084,8;790734,1;783523,2;784603,5;782941,1;768675,1;761396,3;766724,7;761995,8;769413,9;768398,3;762818,2;771574,3;776021,4;781820,6;791135,4;796560,8;781220,4;790001,7;802803,2;811167,4;822470,4;831400,7;832447,6;844753,3;847757,6;860308;851477,2;832960,6;796711,1;785126,8;768367;750752,7;737146,1;725522,6;718630,2;703825,3;697245,5;688035,3;670414,3;655302,8;632318,1;614523,9;587439,6;573387,2;540635;510429,2;483786;465236,4;436845,9;410438,2;398705,7;371990,9;333365,7;311586,6;282686,3;267624,6;265702,2;264166,7;265279,4;265927,1;264478;264792,6;269182,8;273292,4;274759,1;272405,3;274697,7;279288,2;281183,2;285880,8;292049,6;302734,8;319071,6;328936,4;338719,9;339015,3;332205,7;335566,7;333118,2;333343,4;329528,7;326509,2;323729,9;322219,6;319552;313677,5;308277,3;306808,6;292149,6;296592,7;288926,1;276876,7;275619,1;271403,3;269499;268257,9;270195;265682;263077,3;264442,3;264633,4;263859,3;265503,1;267140,8;269326,6;265086;266200,2;267873,2;269449;270464;272910,1;275548,2;267201,9;266688,2;268202,7;272045,6;274174;275603,8;275443;276181,1;276810,1;275091,1;277862,5;276500,5;276519,6;279612,9;283154,8;286059;287350,1;288453,7;288322,5;290464,6;291435,5;288557,1;289724;294114,5;294616,8;294261,5;294179,4;304527,6;307823,3;311569,5;316909,5;322672,8;325533,2;325371,5;325244,6;325956;327470,2;332354,7;335973,1;339156,7;341980,5;345264,5;345569,9;348532,7;352235,6;354045,1;359498,4;360002,2;362430,9;362627,7;366083,1;366884,7;369601,7;371371,5;372230;372777,7;374292;370963,4;374698,4;377369,9;378600,7;375097,8;375563,3;378392,7;373033,7;370214,8;368023,1;364716,4;360840,5;358182,3;354505,2;351705,5;352146,5;344833,2;344806,6;345074,1;345802;349689,5;351696,6;353574,4;357043,8;352983,8;353765,5;346258,4;349834,2;342774;342232,3;339873,5;342258,6;343773,5;345352,8;349230,9;347267,2;343530,5;345163,7;339939,6;328705,8;368389,8;378014,3;401858,5;413973,3;415012,8;415089;422625,2;422465;417436,9;426311,5;429091,8;429000;428897,4;434322,6;441565,7;444006,4;446568,3;448248,8;445782,1;447084,3;439646,1;438821,4;436610,8;433608,1;429773,9;432684,1;432958,5;432262,4;437503,5;438270,6;442856,2;446221,8;437308,3;436415,5;442752,8;445095,5;438681,3;444112,5;447986,1;451779,3;454168,8;456202,1;461406,6;464568,4;453793,8;454468,2;456854,5;458628,1;454802;457131,4;458455,2;457955,8;454971,2;452758,1;455007,3;458765,9;447202,5;447489,7;446464,9;439803,5;434774,7;435627,5;435902,6;442679,9;441087,2;440507,6;443954,9;445176,6;444330,3;450248,9;452345,7;448648,7;445378,2;451090,9;451146;355315,9;358529,9;360944,9;370290,2;374620,7;375729,5;376640,3;378862,2;
